country,Region indicator,"Life ladder, 2015-2017","Standard error, life ladder, 2015-2017","Log of GDP per person, 2015-2017","GDP per person, 2015-2017","Healthy life expectancy, 2015-2017","Social support, 2015-2017","Standard error, social support, 2015-2017","Freedom to make life choices, 2015-2017","Standard error, freedom to make life choices, 2015-2017","Generosity, 2015-2017, without adjustment for GDP per person","Standard error, generosity, 2015-2017","Perceptions of corruption, 2015-2017","Standard error, perceptions of corruption, 2015-2017"
Lebanon,Middle East and North Africa,5.198890209198,0.0452248007059097,9.49471664428711,13289.3291015625,68.7156372070313,0.782185673713684,0.00883088912814856,0.619498729705811,0.010211537592113,0.329722315073013,0.00978050474077463,0.884623825550079,0.00556017039343715
Lesotho,Sub-Saharan Africa,3.80820488929749,0.120583616197109,7.914381980896,2736.35498046875,46.4804000854492,0.802021265029907,0.0152144813910127,0.729934275150299,0.0173007119446993,0.0975478291511536,0.0111654559150338,0.740821719169617,0.0154930511489511
Liberia,Sub-Saharan Africa,3.49537587165833,0.0648471862077713,6.64014339447021,765.204711914063,52.3855781555176,0.656341314315796,0.0101485010236502,0.726524651050568,0.00979777984321117,0.140305057168007,0.0072221402078867,0.891234457492828,0.00610051536932588
Libya,Middle East and North Africa,5.56573534011841,0.061633188277483,9.56090068817139,14198.62890625,61.3899879455566,0.857142567634583,0.00858473498374224,0.79132354259491,0.00946064107120037,0.245409578084946,0.00985004566609859,0.67307585477829,0.0163598470389843
Lithuania,Central and Eastern Europe,5.95188999176025,0.0435102730989456,10.2408037185669,28023.640625,66.5154113769531,0.929589509963989,0.00553068658336997,0.668457567691803,0.0106152752414346,0.139114007353783,0.00716166291385889,0.93492066860199,0.00578566594049335
Luxembourg,Western Europe,6.90994453430176,0.0333780087530613,11.4587860107422,94730,72.2013092041016,0.926702618598938,0.00602709548547864,0.905802071094513,0.00709441537037492,0.496345549821854,0.0112986816093326,0.354121446609497,0.00986555684357882
Macedonia,Central and Eastern Europe,5.18480634689331,0.0478088334202766,9.47803688049316,13069.50390625,65.7304306030273,0.811981856822968,0.00864036753773689,0.70600026845932,0.00999397784471512,0.307578921318054,0.00978478789329529,0.849811911582947,0.00762606412172318
Madagascar,Sub-Saharan Africa,3.77362942695618,0.0426757223904133,7.23948669433594,1393.37854003906,56.6400032043457,0.676454842090607,0.010908929631114,0.560127675533295,0.0114569133147597,0.105848133563995,0.00684563210234046,0.857063889503479,0.00779107864946127
Malawi,Sub-Saharan Africa,3.58676290512085,0.0532647669315338,6.99455070495605,1090.67358398438,53.6189613342285,0.526804506778717,0.010558532550931,0.820440769195557,0.00814070831984282,0.17348401248455,0.00793320778757334,0.798514842987061,0.00780038349330425
Malaysia,Southeast Asia,6.32212114334106,0.0791670754551888,10.1266956329346,25001.61328125,65.055305480957,0.819711863994598,0.0156678147614002,0.673755049705505,0.019068006426096,0.574268162250519,0.0201786998659372,0.837454676628113,0.0139336315914989
Mali,Sub-Saharan Africa,4.44701337814331,0.0468635968863964,7.58461856842041,1967.69592285156,48.7782363891602,0.809471189975739,0.00876884441822767,0.683123886585236,0.0105164935812354,0.111183062195778,0.00682248314842582,0.843466877937317,0.00783914048224688
Malta,Western Europe,6.62660932540894,0.0420934893190861,10.4764032363892,35468.60546875,71.8295135498047,0.928674340248108,0.00572932325303555,0.917005300521851,0.00601989636197686,0.701128482818604,0.0102558024227619,0.684073209762573,0.00885066296905279
Mauritania,Sub-Saharan Africa,4.35546255111694,0.0466577522456646,8.18592166900635,3590.05102539063,53.1861457824707,0.81431257724762,0.00914889667183161,0.482289999723434,0.0120973652228713,0.147491633892059,0.00810010079294443,0.774384140968323,0.0101724872365594
Mauritius,Sub-Saharan Africa,5.89146900177002,0.0584303811192513,9.89810562133789,19892.650390625,65.5192718505859,0.872500658035278,0.00862089730799198,0.865327894687653,0.00890448875725269,0.451298952102661,0.0130704203620553,0.85456383228302,0.00880490895360708
Mexico,Latin America and Caribbean,6.48821020126343,0.0472340658307076,9.73140335083008,16838.166015625,67.9359893798828,0.817257642745972,0.00845146272331476,0.777239978313446,0.00928834918886423,0.165230244398117,0.00824490375816822,0.771834075450897,0.00771728716790676
Moldova,Commonwealth of Independent States,5.63972425460815,0.0366682671010494,8.50574398040771,4943.08056640625,63.5156631469727,0.837060153484344,0.0074602565728128,0.569458484649658,0.0102813392877579,0.228209421038628,0.00844167824834585,0.94605153799057,0.00406552013009787
Mongolia,East Asia,5.12461614608765,0.0378494821488857,9.33296203613281,11304.56640625,62.1037521362305,0.925548017024994,0.00520895468071103,0.706538558006287,0.00936853978782892,0.420851588249207,0.00987089425325394,0.888112187385559,0.00634295865893364
Montenegro,Central and Eastern Europe,5.34754848480225,0.0523477159440517,9.66409873962402,15742.17578125,66.9461135864258,0.82835590839386,0.0083675179630518,0.592260122299194,0.0108887581154704,0.225287452340126,0.00887553952634335,0.796306431293488,0.00897057726979256
Morocco,Middle East and North Africa,5.25371313095093,0.0380550771951675,8.89815902709961,7318.48779296875,65.0490493774414,0.631378412246704,0.00867898389697075,0.761203765869141,0.00798716396093369,0.0355939976871014,0.00319480383768678,0.809573471546173,0.0082911541685462
Mozambique,Sub-Saharan Africa,4.4166088104248,0.0817514359951019,7.03285551071167,1133.26208496094,49.4286994934082,0.674101829528809,0.0130115775391459,0.820715188980103,0.0110570834949613,0.168333515524864,0.00998163130134344,0.654548346996307,0.0128323333337903
Myanmar,Southeast Asia,4.30781412124634,0.0381439700722694,8.58771705627441,5365.35107421875,57.5094184875488,0.785158336162567,0.00759632885456085,0.861743927001953,0.00693642580881715,0.89988648891449,0.00621222611516714,0.617967665195465,0.00894511677324772
Namibia,Sub-Saharan Africa,4.44130611419678,0.108363881707191,9.20336246490479,9930.4638671875,55.4954261779785,0.829156398773193,0.0154124954715371,0.81097948551178,0.0149020534008741,0.0981812626123428,0.0115689691156149,0.828175961971283,0.0118677066639066
Nepal,South Asia,4.88044786453247,0.0567935295403004,7.76310682296753,2352.201171875,60.947582244873,0.80744856595993,0.00898975785821676,0.816732287406921,0.00897106248885393,0.381380349397659,0.0110914194956422,0.802883982658386,0.0082706268876791
Netherlands,Western Europe,7.44133853912354,0.0291086155921221,10.767728805542,47464.09375,71.6199951171875,0.91371077299118,0.00594603503122926,0.910886883735657,0.00623222067952156,0.65676873922348,0.0104455128312111,0.402848541736603,0.00979739148169756
New Zealand,North America and ANZ,7.32376194000244,0.039210069924593,10.4693870544434,35220.62109375,71.5685501098633,0.959618747234344,0.00445179222151637,0.936796426773071,0.00644418643787503,0.682524621486664,0.0115515682846308,0.228876605629921,0.00968436617404222
Nicaragua,Latin America and Caribbean,6.14096641540527,0.0585085675120354,8.54329109191895,5132.20703125,66.0216751098633,0.844738066196442,0.00726494751870632,0.817247271537781,0.0083260852843523,0.292489469051361,0.00961091555655003,0.709488451480865,0.00878372229635715
Niger,Sub-Saharan Africa,4.16551637649536,0.053557500243187,6.81879234313965,914.879455566406,50.945011138916,0.659665584564209,0.0104274731129408,0.702045142650604,0.0100272605195642,0.107465870678425,0.00639310805127025,0.764081835746765,0.00919902231544256
Nigeria,Sub-Saharan Africa,5.15535259246826,0.0611797831952572,8.6101598739624,5487.1259765625,45.4964904785156,0.784353792667389,0.00982458237558603,0.762667953968048,0.00999136827886105,0.28479078412056,0.0104367984458804,0.888043284416199,0.00618194974958897
North Cyprus,Western Europe,5.83482646942139,0.0609721913933754,,,,0.800413131713867,0.0112774735316634,0.790459394454956,0.011845625936985,0.381759911775589,0.0134715773165226,0.663229167461395,0.0130761042237282
Norway,Western Europe,7.59371471405029,0.03233527764678,11.0719318389893,64339.6796875,71.0865859985352,0.952147006988525,0.00489894580096006,0.951561331748962,0.00505177723243833,0.625536561012268,0.0108376415446401,0.319610327482224,0.00951300654560328
Pakistan,South Asia,5.47246551513672,0.038743581622839,8.49235725402832,4877.349609375,57.3316078186035,0.636363983154297,0.00960381794720888,0.655409872531891,0.00944823119789362,0.298179924488068,0.00900828558951616,0.737520158290863,0.00809672754257917
Palestinian Territories,Middle East and North Africa,4.74330425262451,0.054743580520153,8.46014499664307,4722.74267578125,62.9549102783203,0.802767038345337,0.00877208076417446,0.59805428981781,0.010916456580162,0.0860627666115761,0.00603844411671162,0.805517613887787,0.00830880366265774
Panama,Latin America and Caribbean,6.4300389289856,0.0555703863501549,9.96895790100098,21353.220703125,67.8773574829102,0.893325924873352,0.00655025849118829,0.876232862472534,0.00722747016698122,0.271135360002518,0.00973330996930599,0.830189526081085,0.00737094087526202
Paraguay,Latin America and Caribbean,5.68056011199951,0.0528705380856991,9.07733154296875,8754.5732421875,63.3518257141113,0.927525758743286,0.00622808746993542,0.828851401805878,0.0095738023519516,0.258835464715958,0.0111651821061969,0.809968590736389,0.0100713018327951
Peru,Latin America and Caribbean,5.66316890716553,0.0547116696834564,9.39508247375488,12029.08203125,65.2094039916992,0.815927445888519,0.00867450702935457,0.819967448711395,0.0084854057058692,0.17581282556057,0.00827096123248339,0.883582949638367,0.00629557808861136
Philippines,Southeast Asia,5.524094581604,0.0575061999261379,8.88707160949707,7237.79296875,60.1298522949219,0.841832041740417,0.00778657244518399,0.914903223514557,0.00602639745920897,0.179394483566284,0.00835449621081352,0.752503037452698,0.00810438394546509
Poland,Central and Eastern Europe,6.12303113937378,0.0385173670947552,10.1723871231079,26170.474609375,68.5707778930664,0.897184133529663,0.00650044344365597,0.833217442035675,0.0082783792167902,0.259615868330002,0.0091014327481389,0.828770637512207,0.00970360822975636
Portugal,Western Europe,5.41037225723267,0.0501980185508728,10.2108421325684,27196.4609375,71.80517578125,0.889680147171021,0.00697295553982258,0.846935629844666,0.00772174587473273,0.182340502738953,0.00827416870743036,0.915970087051392,0.00514911022037268
Qatar,Middle East and North Africa,6.37452936172485,0.0987126603722572,11.6931571960449,119749.484375,67.5375213623047,,,,,,,,
Romania,Central and Eastern Europe,5.94521188735962,0.0473861806094646,9.97995281219482,21589.29296875,66.8570861816406,0.803612589836121,0.00872417725622654,0.817901909351349,0.00858572497963905,0.214329153299332,0.0088590094819665,0.945374608039856,0.00472181383520365
Russia,Commonwealth of Independent States,5.80967092514038,0.0336275584995747,10.093879699707,24194.478515625,62.8329162597656,0.909935653209686,0.00474908761680126,0.710038065910339,0.00759237632155418,0.188827589154243,0.0060225622728467,0.899817526340485,0.00479760393500328
Rwanda,Sub-Saharan Africa,3.40809178352356,0.0467336252331734,7.46425914764404,1744.56262207031,56.5861206054688,0.671545028686523,0.0120826093479991,0.909072160720825,0.00761860143393278,0.193597957491875,0.0100634340196848,0.12614694237709,0.00791021063923836
Saudi Arabia,Middle East and North Africa,6.37093830108643,0.0564001463353634,10.8250751495361,50265.546875,63.9311637878418,0.849554538726807,0.00844359677284956,0.802285313606262,0.00905565824359655,0.29694277048111,0.0105206547304988,,
Senegal,Sub-Saharan Africa,4.63109827041626,0.0388149842619896,7.77443742752075,2379.00463867188,57.6300048828125,0.762184321880341,0.00920553784817457,0.715303301811218,0.00967021379619837,0.12219212949276,0.00678857695311308,0.795054495334625,0.00871910434216261
Serbia,Central and Eastern Europe,5.39818048477173,0.0512914508581161,9.52734565734863,13730.0986328125,65.5536499023438,0.865078270435333,0.00738478731364012,0.616313636302948,0.0107722925022244,0.250889658927917,0.00910919718444347,0.867465257644653,0.00733920512720942
Sierra Leone,Sub-Saharan Africa,4.57058620452881,0.0722280517220497,7.21961975097656,1365.96960449219,43.9945259094238,0.637856841087341,0.0105769941583276,0.672936916351318,0.0104362647980452,0.235969975590706,0.00906904879957438,0.848775863647461,0.007018459495157
Singapore,Southeast Asia,6.34320116043091,0.0322106815874577,11.3085260391235,81513.671875,75.720832824707,0.898546099662781,0.00635042041540146,0.905234754085541,0.00651020836085081,0.588738441467285,0.010899631306529,0.103113576769829,0.00685338117182255
Slovakia,Central and Eastern Europe,6.17342233657837,0.0409469567239285,10.2827033996582,29222.767578125,68.4231414794922,0.933639347553253,0.00514297001063824,0.671541094779968,0.0105114709585905,0.285165846347809,0.00942919496446848,0.921140849590302,0.00509717594832182
Slovenia,Central and Eastern Europe,5.94759750366211,0.0486460253596306,10.3121032714844,30094.66796875,70.9432907104492,0.921112298965454,0.00622383132576942,0.906563580036163,0.0070639974437654,0.351247757673264,0.0105483112856746,0.852600038051605,0.00733661884441972
Somalia,Sub-Saharan Africa,4.98153352737427,0.0536265186965466,,,47.626823425293,0.596474707126617,0.0120239788666368,0.940793991088867,0.00590866059064865,0.175083294510841,0.00916814524680376,0.425927847623825,0.0112551162019372
South Africa,Sub-Saharan Africa,4.72399377822876,0.0543376505374908,9.41562843322754,12278.787109375,54.3808059692383,0.881908178329468,0.0072625856846571,0.808618485927582,0.00899247266352177,0.194970846176147,0.0085071437060833,0.843749582767487,0.00652394676581025
South Korea,East Asia,5.87489604949951,0.0473144166171551,10.4638996124268,35027.87890625,74.0416946411133,0.797612428665161,0.00894532445818186,0.57957911491394,0.0114041836932302,0.389888554811478,0.010990216396749,0.851699948310852,0.00720575777813792
South Sudan,Sub-Saharan Africa,3.25416207313538,0.0667842924594879,7.48045301437378,1773.04382324219,49.5799903869629,0.5538050532341,0.0113384732976556,0.468049556016922,0.0115350019186735,0.255653291940689,0.00973955821245909,0.751583516597748,0.00943350233137608
Spain,Western Europe,6.3098783493042,0.040050495415926,10.4141416549683,33327.6171875,74.3634872436523,0.933882892131805,0.00633314438164234,0.75171959400177,0.0101907644420862,0.33133590221405,0.010755168274045,0.810376465320587,0.00789458304643631
Sri Lanka,South Asia,4.47059488296509,0.0618464797735214,9.34476757049561,11438.8134765625,65.1422119140625,0.842643260955811,0.01009276881814,0.866356611251831,0.00919676758348942,0.514083564281464,0.0135010331869125,0.854016482830048,0.00914966128766537
Sudan,Sub-Saharan Africa,4.13867282867432,0.105483278632164,8.34005832672119,4188.333984375,53.820011138916,0.812276661396027,0.0166525114327669,0.387828946113586,0.0233088582754135,0.157809615135193,0.0132122179493308,0.795744121074677,0.0218306481838226
Sweden,Western Europe,7.31452417373657,0.0376478098332882,10.7501611709595,46637.54296875,72.7452697753906,0.919106185436249,0.00579813960939646,0.928836584091187,0.00622392212972045,0.580782294273376,0.0113166626542807,0.239266380667686,0.00931490864604712
Switzerland,Western Europe,7.48731184005737,0.0421907007694244,10.9566335678101,57333.109375,73.1737594604492,0.938522934913635,0.00568935554474592,0.929152190685272,0.00675865495577455,0.549966752529144,0.0121996235102415,0.28824770450592,0.0104387830942869
Syria,Middle East and North Africa,3.4619128704071,0.102892175316811,,,60.9545135498047,0.461512833833694,0.0202928967773914,0.448427855968475,0.0196450110524893,0.275650411844254,0.016763599589467,0.680255591869354,0.0148633113130927
Taiwan Province of China,East Asia,6.44055986404419,0.0429496616125107,,,70.9799728393555,0.892336070537567,0.00708519294857979,0.725405931472778,0.00980299804359674,0.371283710002899,0.0105228694155812,0.802928566932678,0.00856767129153013
Tajikistan,Commonwealth of Independent States,5.35252952575684,0.0413469560444355,7.91971158981323,2750.9775390625,62.8121452331543,0.787322759628296,0.00876428186893463,0.797693610191345,0.00896113738417625,0.250162154436111,0.00901211705058813,0.696459174156189,0.0102058378979564
Tanzania,Sub-Saharan Africa,3.30353617668152,0.0563280805945396,7.85780429840088,2585.83642578125,55.9956512451172,0.710566341876984,0.0101123061031103,0.778706789016724,0.00921465083956718,0.333040565252304,0.0102585721760988,0.7672358751297,0.00846597924828529
Thailand,Southeast Asia,6.07228755950928,0.0451816357672215,9.65989017486572,15676.0625,66.2381362915039,0.884689092636108,0.00661495560780168,0.910272240638733,0.00639727525413036,0.617245137691498,0.0107256276533008,0.892853379249573,0.00638268515467644
Togo,Sub-Saharan Africa,3.99850082397461,0.0568398237228394,7.22990798950195,1380.09545898438,51.9545288085938,0.499363660812378,0.0115563441067934,0.739340305328369,0.0104205654934049,0.10930248349905,0.00721915485337377,0.760809302330017,0.0105218291282654
Trinidad and Tobago,Latin America and Caribbean,6.19185972213745,0.114448457956314,10.3238649368286,30450.720703125,61.7383117675781,0.915294170379639,0.0154913477599621,0.857907116413116,0.0200359225273132,0.371881812810898,0.0266518462449312,0.912230610847473,0.0136712286621332
Tunisia,Middle East and North Africa,4.59236574172974,0.0431453809142113,9.28660297393799,10792.4599609375,65.7219619750977,0.675955235958099,0.00938430614769459,0.601712465286255,0.00992301572114229,0.0859778746962547,0.00551229016855359,0.830830931663513,0.00702162971720099
Turkey,Middle East and North Africa,5.48250246047974,0.0510511100292206,10.085018157959,23981.025390625,65.5740509033203,0.869648396968842,0.00770182209089398,0.646940052509308,0.0106537137180567,0.25163146853447,0.00952781923115253,0.745847404003143,0.00917553436011076
Turkmenistan,Commonwealth of Independent States,5.63622236251831,0.0289470963180065,9.65866184234619,15656.8193359375,60.2589645385742,0.931915938854218,0.0054717818275094,0.724600851535797,0.0100340200588107,0.361354798078537,0.0100371418520808,,
Uganda,Sub-Saharan Africa,4.16077375411987,0.061732679605484,7.43036127090454,1686.41674804688,51.4536933898926,0.751009702682495,0.00960607919842005,0.752453088760376,0.00968017522245646,0.284946441650391,0.00992819759994745,0.834780514240265,0.00712122954428196
Ukraine,Commonwealth of Independent States,4.10289907455444,0.0477743409574032,8.94378280639648,7660.119140625,63.1707763671875,0.882854759693146,0.00738299917429686,0.510923445224762,0.0118737434968352,0.290620297193527,0.0100621618330479,0.925533473491669,0.0054659522138536
United Arab Emirates,Middle East and North Africa,6.77406930923462,0.0359158590435982,11.1088590621948,66759.9765625,68.4233245849609,0.834960520267487,0.00644648866727948,0.937612771987915,0.00429710932075977,0.606992125511169,0.00847404077649117,,
United Kingdom,Western Europe,6.8143310546875,0.037309356033802,10.5763177871704,39195.5234375,71.7931671142578,0.942500650882721,0.00505551602691412,0.82223516702652,0.00851200893521309,0.674260973930359,0.0101744038984179,0.44442492723465,0.0096933338791132
United States,North America and ANZ,6.88604021072388,0.0451487191021442,10.8869915008545,53476.17578125,69.7709197998047,0.906464397907257,0.00704453885555267,0.834553837776184,0.0111799379810691,0.594430208206177,0.0121655454859138,0.700341403484344,0.0110893361270428
Uruguay,Latin America and Caribbean,6.37882614135742,0.048377487808466,9.90620899200439,20054.501953125,68.2482986450195,0.901662707328796,0.00628419872373343,0.899777233600616,0.00643379986286163,0.271785646677017,0.009442706592381,0.659914433956146,0.00987686403095722
Uzbekistan,Commonwealth of Independent States,6.09606838226318,0.0508809834718704,8.70564556121826,6036.89794921875,63.0314865112305,0.952999770641327,0.00441769789904356,0.983573198318481,0.00251026591286063,0.4888776242733,0.0110177714377642,0.469021022319794,0.0165512561798096
Venezuela,Latin America and Caribbean,4.80555438995361,0.0768366307020187,9.59468269348145,14686.4814453125,64.6749038696289,0.906002700328827,0.00860574468970299,0.486134558916092,0.014490645378828,0.136016473174095,0.00966992322355509,0.85134345293045,0.00858659297227859
Vietnam,Southeast Asia,5.10324621200562,0.0375367216765881,8.69209480285645,5955.64501953125,66.0746612548828,0.863339364528656,0.00862719770520926,0.894213020801544,0.0116536524146795,0.251378029584885,0.0109392357990146,0.799902260303497,0.01730952039361
Yemen,Middle East and North Africa,3.35493779182434,0.0475068613886833,7.81497240066528,2477.41845703125,54.7970809936523,0.743860483169556,0.00957829039543867,0.579306423664093,0.0112224780023098,0.0337171033024788,0.00355212413705885,0.828243613243103,0.0130457058548927
Zambia,Sub-Saharan Africa,4.37713003158569,0.0666253343224525,8.20314788818359,3652.4296875,53.2642631530762,0.733560264110565,0.00996476411819458,0.796939313411713,0.00914071127772331,0.283819615840912,0.00999883003532887,0.795381128787994,0.00842039287090302
Zimbabwe,Sub-Saharan Africa,3.69228577613831,0.0578063353896141,7.54440689086914,1890.14135742188,51.7967720031738,0.752728462219238,0.00969867501407862,0.715668380260468,0.0101304315030575,0.0946430116891861,0.00634131627157331,0.764015972614288,0.00869759172201157